udi,product_id,product_variant,air_temperature_k,process_temperature_k,temp_difference_k,rotational_speed_rpm,torque_nm,power_kw,tool_wear_min,overstrain_index,machine_failure,operational_status,failure_type,twf,hdf,pwf,osf,rnf
2955,H32368,High Variant (H),300.60,309.40,8.80,1691,28.00,4.958,36,1008.00,0,Healthy,No Failure,0,0,0,0,0
2956,M17815,Medium Variant (M),300.70,309.50,8.80,1439,43.80,6.600,41,1795.80,0,Healthy,No Failure,0,0,0,0,0
2957,M17816,Medium Variant (M),300.80,309.60,8.80,1404,38.70,5.690,44,1702.80,0,Healthy,No Failure,0,0,0,0,0
2958,L50137,Low Variant (L),300.80,309.60,8.80,1498,45.80,7.185,47,2152.60,0,Healthy,No Failure,0,0,0,0,0
2959,M17818,Medium Variant (M),300.80,309.50,8.70,1481,44.50,6.902,49,2180.50,0,Healthy,No Failure,0,0,0,0,0
2960,M17819,Medium Variant (M),300.70,309.40,8.70,1589,35.00,5.824,52,1820.00,0,Healthy,No Failure,0,0,0,0,0
2961,L50140,Low Variant (L),300.70,309.50,8.80,1467,44.30,6.806,55,2436.50,0,Healthy,No Failure,0,0,0,0,0
2962,L50141,Low Variant (L),300.60,309.40,8.80,1654,32.80,5.681,57,1869.60,0,Healthy,No Failure,0,0,0,0,0
2963,L50142,Low Variant (L),300.70,309.50,8.80,1508,39.90,6.301,59,2354.10,0,Healthy,No Failure,0,0,0,0,0
2964,M17823,Medium Variant (M),300.70,309.60,8.90,1439,43.00,6.480,61,2623.00,0,Healthy,No Failure,0,0,0,0,0
2965,L50144,Low Variant (L),300.70,309.50,8.80,1692,30.30,5.369,64,1939.20,0,Healthy,No Failure,0,0,0,0,0
2966,M17825,Medium Variant (M),300.70,309.50,8.80,1838,24.90,4.793,66,1643.40,0,Healthy,No Failure,0,0,0,0,0
2967,L50146,Low Variant (L),300.60,309.30,8.70,1601,40.20,6.740,69,2773.80,0,Healthy,No Failure,0,0,0,0,0
2968,L50147,Low Variant (L),300.60,309.40,8.80,1369,51.60,7.397,71,3663.60,0,Healthy,No Failure,0,0,0,0,0
2969,M17828,Medium Variant (M),300.60,309.40,8.80,1312,45.20,6.210,73,3299.60,0,Healthy,No Failure,0,0,0,0,0
2970,L50149,Low Variant (L),300.60,309.40,8.80,1468,44.10,6.779,76,3351.60,0,Healthy,No Failure,0,0,0,0,0
2971,M17830,Medium Variant (M),300.60,309.40,8.80,1452,39.40,5.991,78,3073.20,0,Healthy,No Failure,0,0,0,0,0
2972,M17831,Medium Variant (M),300.70,309.50,8.80,1393,43.90,6.404,81,3555.90,0,Healthy,No Failure,0,0,0,0,0
2973,M17832,Medium Variant (M),300.60,309.40,8.80,1432,44.20,6.628,84,3712.80,0,Healthy,No Failure,0,0,0,0,0
2974,M17833,Medium Variant (M),300.60,309.30,8.70,1510,46.00,7.274,87,4002.00,0,Healthy,No Failure,0,0,0,0,0
2975,M17834,Medium Variant (M),300.60,309.40,8.80,1521,37.20,5.925,90,3348.00,0,Healthy,No Failure,0,0,0,0,0
2976,H32389,High Variant (H),300.50,309.40,8.90,1360,46.20,6.580,93,4296.60,0,Healthy,No Failure,0,0,0,0,0
2977,M17836,Medium Variant (M),300.50,309.30,8.80,1881,25.50,5.023,98,2499.00,0,Healthy,No Failure,0,0,0,0,0
2978,L50157,Low Variant (L),300.40,309.30,8.90,1413,50.30,7.443,101,5080.30,0,Healthy,No Failure,0,0,0,0,0
2979,H32392,High Variant (H),300.50,309.40,8.90,1642,36.20,6.225,103,3728.60,0,Healthy,No Failure,0,0,0,0,0
2980,L50159,Low Variant (L),300.50,309.50,9.00,1542,38.50,6.217,108,4158.00,0,Healthy,No Failure,0,0,0,0,0
2981,L50160,Low Variant (L),300.40,309.50,9.10,1447,39.30,5.955,110,4323.00,0,Healthy,No Failure,0,0,0,0,0
2982,H32395,High Variant (H),300.40,309.40,9.00,1530,40.40,6.473,112,4524.80,0,Healthy,No Failure,0,0,0,0,0
2983,L50162,Low Variant (L),300.50,309.50,9.00,1795,27.70,5.207,117,3240.90,0,Healthy,No Failure,0,0,0,0,0
2984,L50163,Low Variant (L),300.60,309.60,9.00,1290,57.40,7.754,119,6830.60,0,Healthy,No Failure,0,0,0,0,0
2985,L50164,Low Variant (L),300.60,309.70,9.10,1639,30.40,5.218,121,3678.40,0,Healthy,No Failure,0,0,0,0,0
2986,L50165,Low Variant (L),300.70,309.80,9.10,1596,31.50,5.265,123,3874.50,0,Healthy,No Failure,0,0,0,0,0
2987,L50166,Low Variant (L),300.60,309.80,9.20,1455,48.00,7.314,125,6000.00,0,Healthy,No Failure,0,0,0,0,0
2988,M17847,Medium Variant (M),300.60,309.80,9.20,1659,28.90,5.021,127,3670.30,0,Healthy,No Failure,0,0,0,0,0
2989,M17848,Medium Variant (M),300.60,309.80,9.20,1532,42.50,6.818,130,5525.00,0,Healthy,No Failure,0,0,0,0,0
2990,L50169,Low Variant (L),300.60,309.80,9.20,1502,42.40,6.669,133,5639.20,0,Healthy,No Failure,0,0,0,0,0
2991,L50170,Low Variant (L),300.60,309.80,9.20,1688,28.60,5.056,135,3861.00,0,Healthy,No Failure,0,0,0,0,0
2992,M17851,Medium Variant (M),300.50,309.70,9.20,1341,50.90,7.148,137,6973.30,0,Healthy,No Failure,0,0,0,0,0
2993,M17852,Medium Variant (M),300.50,309.70,9.20,1685,29.40,5.188,140,4116.00,0,Healthy,No Failure,0,0,0,0,0
2994,M17853,Medium Variant (M),300.50,309.80,9.30,1370,55.90,8.020,143,7993.70,0,Healthy,No Failure,0,0,0,0,0
2995,L50174,Low Variant (L),300.50,309.80,9.30,1461,52.50,8.032,146,7665.00,0,Healthy,No Failure,0,0,0,0,0
2996,L50175,Low Variant (L),300.50,309.80,9.30,1550,37.40,6.071,148,5535.20,0,Healthy,No Failure,0,0,0,0,0
2997,M17856,Medium Variant (M),300.50,309.80,9.30,1508,37.80,5.969,150,5670.00,0,Healthy,No Failure,0,0,0,0,0
2998,L50177,Low Variant (L),300.50,309.80,9.30,1345,62.70,8.831,153,9593.10,0,Healthy,No Failure,0,0,0,0,0
2999,L50178,Low Variant (L),300.50,309.70,9.20,1616,34.50,5.838,155,5347.50,0,Healthy,No Failure,0,0,0,0,0
3000,L50179,Low Variant (L),300.50,309.70,9.20,1395,61.00,8.911,157,9577.00,0,Healthy,No Failure,0,0,0,0,0
3001,H32414,High Variant (H),300.50,309.80,9.30,1324,72.80,10.094,159,11575.20,1,Failed,Power Failure,0,0,1,0,0
3002,L50181,Low Variant (L),300.50,309.80,9.30,1445,43.90,6.643,164,7199.60,0,Healthy,No Failure,0,0,0,0,0
3003,M17862,Medium Variant (M),300.50,309.80,9.30,1555,38.90,6.334,166,6457.40,0,Healthy,No Failure,0,0,0,0,0
3004,M17863,Medium Variant (M),300.60,309.90,9.30,1449,42.40,6.434,169,7165.60,0,Healthy,No Failure,0,0,0,0,0
3005,M17864,Medium Variant (M),300.50,309.90,9.40,1466,53.20,8.167,172,9150.40,0,Healthy,No Failure,0,0,0,0,0
3006,L50185,Low Variant (L),300.50,309.90,9.40,1503,37.40,5.887,175,6545.00,0,Healthy,No Failure,0,0,0,0,0
3007,L50186,Low Variant (L),300.40,309.70,9.30,1488,35.70,5.563,177,6318.90,0,Healthy,No Failure,0,0,0,0,0
3008,L50187,Low Variant (L),300.40,309.70,9.30,1314,50.20,6.908,179,8985.80,0,Healthy,No Failure,0,0,0,0,0
3009,M17868,Medium Variant (M),300.40,309.70,9.30,1547,38.00,6.156,181,6878.00,0,Healthy,No Failure,0,0,0,0,0
3010,M17869,Medium Variant (M),300.40,309.70,9.30,1466,39.80,6.110,184,7323.20,0,Healthy,No Failure,0,0,0,0,0
3011,L50190,Low Variant (L),300.30,309.60,9.30,1537,37.10,5.971,187,6937.70,0,Healthy,No Failure,0,0,0,0,0
3012,M17871,Medium Variant (M),300.20,309.50,9.30,1434,51.50,7.734,189,9733.50,0,Healthy,No Failure,0,0,0,0,0
3013,L50192,Low Variant (L),300.40,309.60,9.20,1432,44.70,6.703,192,8582.40,0,Healthy,No Failure,0,0,0,0,0
3014,L50193,Low Variant (L),300.50,309.60,9.10,1390,48.40,7.045,194,9389.60,0,Healthy,No Failure,0,0,0,0,0
3015,L50194,Low Variant (L),300.50,309.70,9.20,1580,42.80,7.082,196,8388.80,0,Healthy,No Failure,0,0,0,0,0
3016,L50195,Low Variant (L),300.50,309.70,9.20,1589,30.50,5.075,198,6039.00,0,Healthy,No Failure,0,0,0,0,0
3017,L50196,Low Variant (L),300.50,309.80,9.30,1441,48.80,7.364,200,9760.00,0,Healthy,No Failure,0,0,0,0,0
3018,L50197,Low Variant (L),300.50,309.80,9.30,1305,51.70,7.065,202,10443.40,0,Healthy,No Failure,0,0,0,0,0
3019,M17878,Medium Variant (M),300.50,309.80,9.30,1566,35.90,5.887,204,7323.60,0,Healthy,No Failure,0,0,0,0,0
3020,L50199,Low Variant (L),300.50,309.80,9.30,1379,54.20,7.827,207,11219.40,1,Failed,Overstrain,0,0,0,1,0
3021,L50200,Low Variant (L),300.40,309.60,9.20,1543,38.10,6.156,209,7962.90,0,Healthy,No Failure,0,0,0,0,0
3022,L50201,Low Variant (L),300.50,309.80,9.30,1421,49.60,7.381,211,10465.60,0,Healthy,No Failure,0,0,0,0,0
3023,L50202,Low Variant (L),300.50,309.60,9.10,1760,30.60,5.640,213,6517.80,0,Healthy,No Failure,0,0,0,0,0
3024,L50203,Low Variant (L),300.40,309.50,9.10,1711,29.20,5.232,215,6278.00,0,Healthy,No Failure,0,0,0,0,0
3025,L50204,Low Variant (L),300.50,309.60,9.10,1465,41.60,6.382,217,9027.20,0,Healthy,No Failure,0,0,0,0,0
3026,L50205,Low Variant (L),300.50,309.60,9.10,1366,50.20,7.181,219,10993.80,0,Healthy,No Failure,0,0,0,0,0
3027,M17886,Medium Variant (M),300.40,309.50,9.10,1888,21.90,4.330,221,4839.90,0,Healthy,No Failure,0,0,0,0,0
3028,L50207,Low Variant (L),300.50,309.50,9.00,1777,23.60,4.392,0,0.00,0,Healthy,No Failure,0,0,0,0,0
3029,L50208,Low Variant (L),300.50,309.50,9.00,1379,55.60,8.029,2,111.20,0,Healthy,No Failure,0,0,0,0,0
3030,L50209,Low Variant (L),300.40,309.50,9.10,1525,51.30,8.192,4,205.20,0,Healthy,No Failure,0,0,0,0,0
3031,M17890,Medium Variant (M),300.40,309.60,9.20,1563,34.00,5.565,6,204.00,0,Healthy,No Failure,0,0,0,0,0
3032,M17891,Medium Variant (M),300.50,309.70,9.20,1389,43.30,6.298,9,389.70,0,Healthy,No Failure,0,0,0,0,0
3033,M17892,Medium Variant (M),300.60,309.80,9.20,1447,42.90,6.501,12,514.80,0,Healthy,No Failure,0,0,0,0,0
3034,M17893,Medium Variant (M),300.60,309.70,9.10,1934,22.80,4.618,15,342.00,0,Healthy,No Failure,0,0,0,0,0
3035,H32448,High Variant (H),300.60,309.70,9.10,1470,43.80,6.742,18,788.40,0,Healthy,No Failure,0,0,0,0,0
3036,M17895,Medium Variant (M),300.60,309.70,9.10,1428,42.60,6.370,23,979.80,0,Healthy,No Failure,0,0,0,0,0
3037,L50216,Low Variant (L),300.40,309.60,9.20,1319,48.10,6.644,26,1250.60,0,Healthy,No Failure,0,0,0,0,0
3038,L50217,Low Variant (L),300.50,309.70,9.20,1887,24.30,4.802,28,680.40,0,Healthy,No Failure,0,0,0,0,0
3039,L50218,Low Variant (L),300.40,309.50,9.10,1349,50.40,7.120,30,1512.00,0,Healthy,No Failure,0,0,0,0,0
3040,M17899,Medium Variant (M),300.30,309.50,9.20,1665,31.40,5.475,32,1004.80,0,Healthy,No Failure,0,0,0,0,0
3041,L50220,Low Variant (L),300.30,309.50,9.20,1474,38.70,5.974,35,1354.50,0,Healthy,No Failure,0,0,0,0,0
3042,L50221,Low Variant (L),300.40,309.50,9.10,1543,38.90,6.286,37,1439.30,0,Healthy,No Failure,0,0,0,0,0
3043,M17902,Medium Variant (M),300.20,309.40,9.20,1459,43.90,6.707,39,1712.10,0,Healthy,No Failure,0,0,0,0,0
3044,L50223,Low Variant (L),300.30,309.50,9.20,1551,37.90,6.156,42,1591.80,0,Healthy,No Failure,0,0,0,0,0
3045,L50224,Low Variant (L),300.20,309.40,9.20,1981,21.40,4.439,44,941.60,0,Healthy,No Failure,0,0,0,0,0
3046,L50225,Low Variant (L),300.20,309.40,9.20,1526,35.30,5.641,46,1623.80,0,Healthy,No Failure,0,0,0,0,0
3047,M17906,Medium Variant (M),300.20,309.40,9.20,1501,40.00,6.287,48,1920.00,0,Healthy,No Failure,0,0,0,0,0
3048,L50227,Low Variant (L),300.20,309.40,9.20,1558,38.30,6.249,51,1953.30,0,Healthy,No Failure,0,0,0,0,0
3049,L50228,Low Variant (L),300.20,309.30,9.10,1532,43.20,6.931,53,2289.60,0,Healthy,No Failure,0,0,0,0,0
3050,L50229,Low Variant (L),300.10,309.20,9.10,1326,55.90,7.762,55,3074.50,0,Healthy,No Failure,0,0,0,0,0
3051,L50230,Low Variant (L),300.20,309.20,9.00,1431,51.30,7.688,57,2924.10,0,Healthy,No Failure,0,0,0,0,0
3052,L50231,Low Variant (L),300.20,309.30,9.10,1366,49.30,7.052,59,2908.70,0,Healthy,No Failure,0,0,0,0,0
3053,L50232,Low Variant (L),300.10,309.20,9.10,1421,42.50,6.324,61,2592.50,0,Healthy,No Failure,0,0,0,0,0
3054,H32467,High Variant (H),300.20,309.30,9.10,1506,35.60,5.614,63,2242.80,0,Healthy,No Failure,0,0,0,0,0
3055,H32468,High Variant (H),300.20,309.30,9.10,1342,48.70,6.844,68,3311.60,0,Healthy,No Failure,0,0,0,0,0
3056,L50235,Low Variant (L),300.10,309.20,9.10,1427,37.60,5.619,73,2744.80,0,Healthy,No Failure,0,0,0,0,0
3057,L50236,Low Variant (L),300.20,309.20,9.00,1667,29.90,5.220,75,2242.50,0,Healthy,No Failure,0,0,0,0,0
3058,L50237,Low Variant (L),300.10,309.10,9.00,1400,46.70,6.847,77,3595.90,0,Healthy,No Failure,0,0,0,0,0
3059,L50238,Low Variant (L),300.00,309.00,9.00,1709,32.10,5.745,79,2535.90,0,Healthy,No Failure,0,0,0,0,0
3060,M17919,Medium Variant (M),300.00,309.00,9.00,1368,45.80,6.561,81,3709.80,0,Healthy,No Failure,0,0,0,0,0
3061,L50240,Low Variant (L),300.00,309.10,9.10,1882,23.80,4.691,84,1999.20,0,Healthy,No Failure,0,0,0,0,0
3062,L50241,Low Variant (L),300.10,309.10,9.00,1353,58.70,8.317,86,5048.20,0,Healthy,No Failure,0,0,0,0,0
3063,L50242,Low Variant (L),299.90,309.00,9.10,1553,40.00,6.505,88,3520.00,0,Healthy,No Failure,0,0,0,0,0
3064,L50243,Low Variant (L),300.00,309.10,9.10,1431,45.40,6.803,90,4086.00,0,Healthy,No Failure,0,0,0,0,0
3065,M17924,Medium Variant (M),300.10,309.10,9.00,1731,30.40,5.511,92,2796.80,0,Healthy,No Failure,0,0,0,0,0
3066,M17925,Medium Variant (M),300.10,309.20,9.10,1687,27.70,4.894,95,2631.50,0,Healthy,No Failure,0,0,0,0,1
3067,M17926,Medium Variant (M),300.10,309.20,9.10,1457,44.30,6.759,98,4341.40,0,Healthy,No Failure,0,0,0,0,0
3068,L50247,Low Variant (L),300.10,309.20,9.10,1533,37.00,5.940,101,3737.00,0,Healthy,No Failure,0,0,0,0,0
3069,H32482,High Variant (H),300.00,309.00,9.00,1622,31.80,5.401,103,3275.40,0,Healthy,No Failure,0,0,0,0,0
3070,L50249,Low Variant (L),300.00,309.10,9.10,1791,28.20,5.289,108,3045.60,0,Healthy,No Failure,0,0,0,0,0
3071,L50250,Low Variant (L),300.00,309.10,9.10,1631,28.30,4.834,110,3113.00,0,Healthy,No Failure,0,0,0,0,0
3072,L50251,Low Variant (L),300.00,309.00,9.00,2174,16.90,3.847,112,1892.80,0,Healthy,No Failure,0,0,0,0,0
3073,L50252,Low Variant (L),300.10,309.00,8.90,1314,58.20,8.008,114,6634.80,0,Healthy,No Failure,0,0,0,0,0
3074,L50253,Low Variant (L),300.10,309.10,9.00,1478,46.90,7.259,116,5440.40,0,Healthy,No Failure,0,0,0,0,0
3075,L50254,Low Variant (L),300.10,309.20,9.10,1783,27.30,5.097,118,3221.40,0,Healthy,No Failure,0,0,0,0,0
3076,M17935,Medium Variant (M),300.10,309.20,9.10,1385,46.10,6.686,120,5532.00,0,Healthy,No Failure,0,0,0,0,0
3077,L50256,Low Variant (L),300.00,309.20,9.20,1444,43.60,6.593,123,5362.80,0,Healthy,No Failure,0,0,0,0,0
3078,L50257,Low Variant (L),300.10,309.30,9.20,1841,23.00,4.434,125,2875.00,0,Healthy,No Failure,0,0,0,0,0
3079,M17938,Medium Variant (M),300.10,309.40,9.30,1349,56.20,7.939,127,7137.40,0,Healthy,No Failure,0,0,0,0,0
3080,L50259,Low Variant (L),300.10,309.30,9.20,1340,56.00,7.858,130,7280.00,0,Healthy,No Failure,0,0,0,0,0
3081,M17940,Medium Variant (M),299.90,309.20,9.30,1539,43.20,6.962,132,5702.40,0,Healthy,No Failure,0,0,0,0,0
3082,M17941,Medium Variant (M),300.00,309.30,9.30,1932,21.80,4.411,135,2943.00,0,Healthy,No Failure,0,0,0,0,0
3083,M17942,Medium Variant (M),300.00,309.30,9.30,1407,43.90,6.468,138,6058.20,0,Healthy,No Failure,0,0,0,0,0
3084,L50263,Low Variant (L),300.10,309.30,9.20,1712,28.50,5.109,141,4018.50,0,Healthy,No Failure,0,0,0,0,0
3085,H32498,High Variant (H),300.10,309.40,9.30,1329,55.20,7.682,143,7893.60,0,Healthy,No Failure,0,0,0,0,0
3086,L50265,Low Variant (L),300.10,309.20,9.10,1441,42.90,6.474,148,6349.20,0,Healthy,No Failure,0,0,0,0,0
3087,L50266,Low Variant (L),300.00,309.20,9.20,1610,32.10,5.412,150,4815.00,0,Healthy,No Failure,0,0,0,0,0
3088,M17947,Medium Variant (M),300.00,309.10,9.10,1474,45.20,6.977,152,6870.40,0,Healthy,No Failure,0,0,0,0,0
3089,M17948,Medium Variant (M),300.00,309.10,9.10,1624,30.80,5.238,155,4774.00,0,Healthy,No Failure,0,0,0,0,0
3090,H32503,High Variant (H),300.10,309.30,9.20,1520,38.20,6.080,158,6035.60,0,Healthy,No Failure,0,0,0,0,0
3091,H32504,High Variant (H),300.10,309.30,9.20,1448,45.80,6.945,163,7465.40,0,Healthy,No Failure,0,0,0,0,0
3092,L50271,Low Variant (L),300.00,309.30,9.30,1558,29.70,4.846,168,4989.60,0,Healthy,No Failure,0,0,0,0,0
3093,M17952,Medium Variant (M),300.00,309.30,9.30,2293,16.30,3.914,170,2771.00,0,Healthy,No Failure,0,0,0,0,0
3094,L50273,Low Variant (L),300.00,309.30,9.30,1397,51.20,7.490,173,8857.60,0,Healthy,No Failure,0,0,0,0,0
3095,L50274,Low Variant (L),300.00,309.30,9.30,1972,22.00,4.543,175,3850.00,0,Healthy,No Failure,0,0,0,0,0
3096,M17955,Medium Variant (M),299.90,309.20,9.30,1574,36.50,6.016,177,6460.50,0,Healthy,No Failure,0,0,0,0,0
3097,L50276,Low Variant (L),299.90,309.20,9.30,1560,38.90,6.355,180,7002.00,0,Healthy,No Failure,0,0,0,0,0
3098,M17957,Medium Variant (M),299.90,309.20,9.30,1353,49.80,7.056,182,9063.60,0,Healthy,No Failure,0,0,0,0,0
3099,M17958,Medium Variant (M),299.90,309.20,9.30,1389,51.20,7.447,185,9472.00,0,Healthy,No Failure,0,0,0,0,0
3100,M17959,Medium Variant (M),299.90,309.10,9.20,1513,43.80,6.940,188,8234.40,0,Healthy,No Failure,0,0,0,0,0
3101,L50280,Low Variant (L),299.80,309.10,9.30,1578,42.10,6.957,191,8041.10,0,Healthy,No Failure,0,0,0,0,0
3102,H32515,High Variant (H),299.80,309.00,9.20,1467,37.30,5.730,193,7198.90,0,Healthy,No Failure,0,0,0,0,0
3103,L50282,Low Variant (L),299.90,309.10,9.20,1412,48.30,7.142,198,9563.40,0,Healthy,No Failure,0,0,0,0,0
3104,L50283,Low Variant (L),299.80,309.10,9.30,1668,30.30,5.293,200,6060.00,0,Healthy,No Failure,0,0,0,0,0
3105,M17964,Medium Variant (M),299.80,309.20,9.40,1678,29.80,5.236,202,6019.60,0,Healthy,No Failure,0,0,0,0,0
3106,L50285,Low Variant (L),299.80,309.10,9.30,1612,35.40,5.976,205,7257.00,0,Healthy,No Failure,0,0,0,0,0
3107,L50286,Low Variant (L),299.80,309.10,9.30,1485,39.90,6.205,207,8259.30,0,Healthy,No Failure,0,0,0,0,0
3108,M17967,Medium Variant (M),299.80,309.10,9.30,1456,39.40,6.007,209,8234.60,0,Healthy,No Failure,0,0,0,0,0
3109,L50288,Low Variant (L),299.80,309.20,9.40,1504,38.70,6.095,212,8204.40,0,Healthy,No Failure,0,0,0,0,0
3110,L50289,Low Variant (L),299.90,309.20,9.30,1491,44.30,6.917,214,9480.20,0,Healthy,No Failure,0,0,0,0,0
3111,H32524,High Variant (H),299.90,309.20,9.30,1525,33.20,5.302,0,0.00,0,Healthy,No Failure,0,0,0,0,0
3112,L50291,Low Variant (L),300.00,309.20,9.20,1759,27.90,5.139,5,139.50,0,Healthy,No Failure,0,0,0,0,0
3113,M17972,Medium Variant (M),299.80,309.10,9.30,1355,56.70,8.045,7,396.90,0,Healthy,No Failure,0,0,0,0,0
3114,M17973,Medium Variant (M),299.90,309.10,9.20,1345,56.80,8.000,10,568.00,0,Healthy,No Failure,0,0,0,0,0
3115,M17974,Medium Variant (M),299.90,309.20,9.30,1683,30.50,5.375,13,396.50,0,Healthy,No Failure,0,0,0,0,0
3116,L50295,Low Variant (L),299.90,309.20,9.30,1658,34.80,6.042,16,556.80,0,Healthy,No Failure,0,0,0,0,0
3117,L50296,Low Variant (L),300.00,309.20,9.20,1566,34.40,5.641,18,619.20,0,Healthy,No Failure,0,0,0,0,0
3118,M17977,Medium Variant (M),300.10,309.30,9.20,1469,43.90,6.753,20,878.00,0,Healthy,No Failure,0,0,0,0,0
3119,M17978,Medium Variant (M),300.20,309.50,9.30,1458,46.90,7.161,23,1078.70,0,Healthy,No Failure,0,0,0,0,0
3120,L50299,Low Variant (L),300.10,309.40,9.30,1858,23.60,4.592,26,613.60,0,Healthy,No Failure,0,0,0,0,0
3121,H32534,High Variant (H),300.10,309.40,9.30,1563,40.80,6.678,28,1142.40,0,Healthy,No Failure,0,0,0,0,0
3122,L50301,Low Variant (L),300.10,309.40,9.30,2141,17.90,4.013,33,590.70,0,Healthy,No Failure,0,0,0,0,0
3123,L50302,Low Variant (L),300.00,309.30,9.30,1473,46.00,7.096,35,1610.00,0,Healthy,No Failure,0,0,0,0,0
3124,H32537,High Variant (H),300.00,309.40,9.40,1498,38.50,6.040,37,1424.50,0,Healthy,No Failure,0,0,0,0,0
3125,L50304,Low Variant (L),300.10,309.40,9.30,1568,39.70,6.519,42,1667.40,0,Healthy,No Failure,0,0,0,0,0
3126,L50305,Low Variant (L),300.10,309.40,9.30,1694,27.40,4.861,44,1205.60,0,Healthy,No Failure,0,0,0,0,0
3127,L50306,Low Variant (L),300.00,309.40,9.40,1499,35.70,5.604,46,1642.20,0,Healthy,No Failure,0,0,0,0,0
3128,L50307,Low Variant (L),300.00,309.50,9.50,1717,28.30,5.088,48,1358.40,0,Healthy,No Failure,0,0,0,0,0
3129,M17988,Medium Variant (M),300.10,309.50,9.40,1462,42.80,6.553,50,2140.00,0,Healthy,No Failure,0,0,0,0,0
3130,L50309,Low Variant (L),300.10,309.60,9.50,1642,34.50,5.932,53,1828.50,0,Healthy,No Failure,0,0,0,0,0
3131,L50310,Low Variant (L),300.10,309.60,9.50,1760,25.40,4.681,55,1397.00,0,Healthy,No Failure,0,0,0,0,0
3132,L50311,Low Variant (L),300.10,309.50,9.40,1660,32.70,5.684,57,1863.90,0,Healthy,No Failure,0,0,0,0,0
3133,L50312,Low Variant (L),300.10,309.50,9.40,1557,40.60,6.620,59,2395.40,0,Healthy,No Failure,0,0,0,0,0
3134,H32547,High Variant (H),300.20,309.60,9.40,1442,49.20,7.429,61,3001.20,0,Healthy,No Failure,0,0,0,0,0
3135,L50314,Low Variant (L),300.20,309.60,9.40,1359,51.50,7.329,66,3399.00,0,Healthy,No Failure,0,0,0,0,0
3136,L50315,Low Variant (L),300.40,309.80,9.40,1342,52.50,7.378,68,3570.00,0,Healthy,No Failure,0,0,0,0,0
3137,L50316,Low Variant (L),300.40,309.90,9.50,1435,54.80,8.235,70,3836.00,0,Healthy,No Failure,0,0,0,0,0
3138,L50317,Low Variant (L),300.40,309.90,9.50,1567,36.50,5.989,72,2628.00,0,Healthy,No Failure,0,0,0,0,0
3139,L50318,Low Variant (L),300.40,309.90,9.50,1376,43.50,6.268,74,3219.00,0,Healthy,No Failure,0,0,0,0,0
3140,H32553,High Variant (H),300.40,309.90,9.50,1513,38.70,6.132,76,2941.20,0,Healthy,No Failure,0,0,0,0,0
3141,H32554,High Variant (H),300.40,309.90,9.50,2563,12.80,3.435,81,1036.80,1,Failed,Power Failure,0,0,1,0,0
3142,L50321,Low Variant (L),300.50,310.00,9.50,1521,45.10,7.183,86,3878.60,0,Healthy,No Failure,0,0,0,0,0
3143,L50322,Low Variant (L),300.60,310.00,9.40,1658,34.70,6.025,88,3053.60,0,Healthy,No Failure,0,0,0,0,0
3144,H32557,High Variant (H),300.60,310.00,9.40,1419,42.40,6.301,90,3816.00,0,Healthy,No Failure,0,0,0,0,0
3145,M18004,Medium Variant (M),300.60,310.00,9.40,1478,36.30,5.618,95,3448.50,0,Healthy,No Failure,0,0,0,0,0
3146,M18005,Medium Variant (M),300.50,310.00,9.50,1415,43.50,6.446,98,4263.00,0,Healthy,No Failure,0,0,0,0,0
3147,M18006,Medium Variant (M),300.50,309.90,9.40,1780,26.50,4.940,101,2676.50,0,Healthy,No Failure,0,0,0,0,0
3148,M18007,Medium Variant (M),300.40,309.70,9.30,1440,42.80,6.454,104,4451.20,0,Healthy,No Failure,0,0,0,0,0
3149,H32562,High Variant (H),300.40,309.80,9.40,1448,39.70,6.020,107,4247.90,0,Healthy,No Failure,0,0,0,0,0
3150,H32563,High Variant (H),300.40,309.70,9.30,1500,35.20,5.529,112,3942.40,0,Healthy,No Failure,0,0,0,0,0
3151,L50330,Low Variant (L),300.40,309.80,9.40,1513,32.90,5.213,117,3849.30,0,Healthy,No Failure,0,0,0,0,0
3152,L50331,Low Variant (L),300.50,309.80,9.30,1428,43.80,6.550,119,5212.20,0,Healthy,No Failure,0,0,0,0,0
3153,M18012,Medium Variant (M),300.50,309.80,9.30,1473,42.30,6.525,121,5118.30,0,Healthy,No Failure,0,0,0,0,0
3154,M18013,Medium Variant (M),300.50,309.90,9.40,1483,49.30,7.656,124,6113.20,0,Healthy,No Failure,0,0,0,0,0
3155,L50334,Low Variant (L),300.40,309.70,9.30,1534,42.50,6.827,127,5397.50,0,Healthy,No Failure,0,0,0,0,0
3156,L50335,Low Variant (L),300.50,309.80,9.30,1367,54.00,7.730,129,6966.00,0,Healthy,No Failure,0,0,0,0,0
3157,L50336,Low Variant (L),300.40,309.70,9.30,1467,36.90,5.669,131,4833.90,0,Healthy,No Failure,0,0,0,0,0
3158,M18017,Medium Variant (M),300.40,309.70,9.30,1488,42.20,6.576,133,5612.60,0,Healthy,No Failure,0,0,0,0,0
3159,L50338,Low Variant (L),300.40,309.70,9.30,1679,30.10,5.292,136,4093.60,0,Healthy,No Failure,0,0,0,0,0
3160,H32573,High Variant (H),300.40,309.80,9.40,1409,47.50,7.009,138,6555.00,0,Healthy,No Failure,0,0,0,0,0
3161,M18020,Medium Variant (M),300.40,309.70,9.30,1367,51.20,7.329,143,7321.60,0,Healthy,No Failure,0,0,0,0,0
